cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
North Female,25-34,BG,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,BG,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,45-54,MB,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,MI,Other,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,55-74,BI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,35-44,BI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,AL,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,25-34,BS,Other,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Hired
North Male,45-54,BS,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Male,55-74,VA,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Male,15-24,PV,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Male,25-34,BS,Higher Technical Institute,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Male,25-34,CO,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Female,45-54,VC,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Female,35-44,GO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,35-44,TS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,55-74,UD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,55-74,UD,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,25-34,UD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,55-74,TS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,25-34,GO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,35-44,TS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,45-54,UD,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,55-74,TS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,GO ,Not Hired
North Male,35-44,CN,Other,Ricerca e selezione,Operai Generici,CN ,Hired
North Male,25-34,CN,Unknown,Ricerca e selezione,Operai Generici,CN ,Hired
North Male,45-54,CN,Unknown,Ricerca e selezione,Operai Generici,CN ,Hired
North Female,25-34,CN,Other,Ricerca e selezione,Operai Generici,CN ,Hired
North Male,35-44,CN,Unknown,Ricerca e selezione,Operai Generici,CN ,Not Hired
North Male,35-44,CN,Unknown,Ricerca e selezione,Operai Generici,CN ,Not Hired
North Male,25-34,CN,Unknown,Ricerca e selezione,Operai Generici,CN ,Not Hired
North Male,35-44,TO,Other,Ricerca e selezione,Operai Generici,CN ,Not Hired
North Male,15-24,CN,Unknown,Ricerca e selezione,Operai Generici,CN ,Not Hired
North Male,45-54,TO,Other,Ricerca e selezione,Operai Generici,CN ,Not Hired
North Female,25-34,UD,Other,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,55-74,UD,Other,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,35-44,UD,Unknown,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,55-74,TS,Unknown,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,45-54,GO,Unknown,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,55-74,UD,Unknown,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,45-54,UD,Unknown,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,45-54,GO,Other,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,25-34,UD,Vocational Certificate,Lavoro subordinato,Operai Generici,UD ,Hired
North Female,35-44,GO,Vocational Certificate,Lavoro subordinato,Operai Generici,UD ,Hired
North Male,35-44,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,PR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,PR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,25-34,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,15-24,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BG,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,PR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,35-44,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,35-44,MI,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BG,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,35-44,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,MI,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,35-44,PR,Other,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,PV,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Female,35-44,MI,Graduate,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,35-44,MB,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,45-54,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,15-24,BG,Other,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BG,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BS,Other,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,45-54,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,45-54,BS,Other,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,BS,Other,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,25-34,PR,High School,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Male,45-54,BS,Other,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,35-44,BS,Other,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,35-44,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,35-44,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,35-44,MI,Vocational Certificate,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,45-54,MB,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,25-34,MI,High School,Ricerca e selezione,Impiegati,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Impiegati,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,25-34,CR,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,25-34,BG,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Female,35-44,VA,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Male,15-24,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Female,35-44,MB,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Male,25-34,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Male,25-34,PV,Graduate,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
North Male,55-74,MI,Other,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,15-24,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,VA,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,MB,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,CO,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Male,55-74,BS,Vocational Certificate,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Male,25-34,PR,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Male,25-34,PR,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Hired
North Male,35-44,PR,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,25-34,MB,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,CO,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,45-54,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Male,45-54,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,MB,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
North Female,35-44,MI,Other,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Male,45-54,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,45-54,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,55-74,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,35-44,CO,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Female,35-44,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,35-44,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,25-34,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,55-74,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,45-54,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Male,45-54,BS,Other,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,BS,Vocational Certificate,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,15-24,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,MI,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
North Female,25-34,CO,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
